"date","total_issue_amount","total_paid_off_principle","loan_balance","total_current_principle","overdue_3_principle","overdue_10_principle","overdue_30_principle","overdue_60_principle","overdue_90_principle","overdue_more_than_90_principle","total_paid_off_amount","total_outstanding_amount","total_current_amount","overdue_3_amount","overdue_10_amount","overdue_30_amount","overdue_60_amount","overdue_90_amount","overdue_more_than_90_amount"
"2020-06-29","406566493876.00000000","326148358025.30400000","80418135850.69600000","12359038522.00000000","88400000.00000000","93883000.00000000","224597955.31000000","895265692.34400000","20611487337.20000000","46141603343.84200000","397846323778.95031303","140206828040.76016000","15141833220.65600000","110605200.00000000","120760610.00000000","339818285.57928000","1588101660.76048000","38105592703.99240000","84800116359.77200000"
"2021-01-18","991254050005.00000000","762550981130.21400000","228703068874.78600000","125227503185.00000000","1981471140.00000000","3134116000.00000000","6012120989.00000000","10511072291.00000000","5288674584.00000000","76544367805.78600000","939406710016.07509303","352328687582.65368000","153785653437.00000000","2507258543.00000000","4194361172.00000000","9308577006.15000000","19816496894.85000000","10555519110.20000000","152160821419.45368000"
"2021-01-24","1019623200005.00000000","784591720790.26400000","235031479214.73600000","127110316423.00000000","3139927200.00000000","3991322901.95000000","6422502346.00000000","11085689274.00000000","5847242784.00000000","77427135405.78600000","966777423464.07509303","361588841827.60368000","156288373202.00000000","3940828606.00000000","5313711492.95000000","9800681560.00000000","20654368837.00000000","11668275510.20000000","153922602619.45368000"
"2020-05-15","391294735524.00000000","317631060184.11390800","73663675339.88609200","4063895725.46012800","273056480.75920000","349759347.80000000","8065485991.02476400","21692346865.00000000","9999918744.00000000","29215752185.84200000","387082325627.09481280","131043813159.36293674","4654365820.86078234","323213740.23819040","444530238.70360000","13603554493.66836400","39996721476.32200000","18427043335.92800000","53594384053.64200000"
"2020-05-19","391581635524.00000000","318650488316.37470800","72931147207.62529200","3557483899.44732800","211802156.84000000","349374145.67120000","4739255504.62476400","23345868051.20000000","10394810464.00000000","30329092985.84200000","388402224509.96561280","130550333587.25268714","4100221190.09070874","241912093.30008000","430229623.44193440","7932874110.89556400","43037533595.31440000","19158990109.56800000","55648572864.64200000"
"2020-09-14","538227689000.00000000","406785376203.01400000","131442312796.98600000","58863212408.68000000","573901512.00000000","1126762155.00000000","1823388812.00000000","2349436839.00000000","757369417.40000000","65947441652.90600000","497173607927.35159303","214422383668.40368000","72200033759.68000000","713971459.00000000","1495859640.00000000","2887483689.00000000","4585643735.80000000","1509857696.70280000","131029533688.22088000"
"2021-01-27","1037834696777.00000000","800970257685.26400000","236864439091.73600000","127635505372.00000000","2692170200.00000000","4469347189.95000000","7189728260.00000000","10544864240.00000000","6444118784.00000000","77888414165.78600000","987149146192.45909303","364634158399.60368000","157076437572.00000000","3365508436.00000000","5933444321.95000000","11005789582.00000000","19549902444.00000000","12860293304.20000000","154842782739.45368000"
"2020-05-30","392859235524.00000000","321084452069.99824400","71774783454.00175600","2871686715.99099200","74306762.04000000","241795891.30400000","837457727.62476400","21425941813.20000000","12635485766.00000000","33684248777.84200000","391465315480.95780154","129781363175.21809111","3394735456.46844711","85828060.62168000","300129622.10800000","1280812583.25556400","39600900052.99240000","23291801986.33000000","61827155413.44200000"
"2020-06-30","407030393876.00000000","326600921256.78400000","80429472619.21600000","12452604011.00000000","90360000.00000000","93793000.00000000","228647634.83000000","806171812.34400000","19770157673.20000000","46983878487.84200000","398428486639.95031303","140164730579.39216000","15259291261.28800000","113349400.00000000","121419773.00000000","347704871.57928000","1425386176.76048000","36545487941.59240000","86352091155.17200000"
"2020-05-25","392137235524.00000000","319911559139.48478800","72225676384.51521200","2865451604.37644800","255246645.04000000","343144574.43200000","2192442711.62476400","23287357720.20000000","11200974363.00000000","32077198765.84200000","389927414537.63439456","130313767950.07025418","3351048437.69707418","302607460.69648000","425436463.45673600","3700233814.49556400","43019171546.61240000","20651773750.87000000","58863496476.24200000"
"2020-05-17","391421935524.00000000","317964890675.04990800","73457044848.95009200","3854306280.61212800","225370161.91200000","373230642.75920000","6321766050.82476400","22723298783.00000000","10203364544.00000000","29752248385.84200000","387564642619.77881280","130943726308.75058474","4426250286.28068634","258679119.46774400","460359066.58219040","10573297047.12796400","41842317209.72200000","18798873909.92800000","54583949669.64200000"
"2020-06-23","403468335524.00000000","324609084547.94600000","78859250976.05400000","10565775345.70280000","65445464.00000000","89897650.00000000","284118364.60520000","2572137338.70400000","22685378496.20000000","42592638316.84200000","395905458595.87769703","138448551791.69677600","12948682263.47751360","79602090.00000000","113668745.00000000","426263780.62006240","4719195334.87480000","41902906201.45240000","78258233376.27200000"
"2020-05-21","391763335524.00000000","319198701734.87950800","72564633789.12049200","3299991132.98172800","226453012.56000000","330919824.91200000","3638881675.62476400","23575216190.20000000","10503112567.00000000","30986399385.84200000","389136008407.42367520","130292337189.29738954","3817948763.87568154","260432574.30400000","408873328.69774400","6115542656.49556400","43468154841.85240000","19363807949.83000000","56857577074.24200000"
"2020-12-21","861583689000.00000000","661875693434.21400000","199707995565.78600000","105430217945.00000000","1632885289.00000000","3339557116.00000000","6870891982.00000000","5520119984.00000000","4691743541.00000000","72222020828.78600000","813916099900.55909303","310863458849.65368000","129735163005.00000000","2030420128.45000000","4472005268.55000000","10902803956.00000000","10817827951.20000000","9370400522.05000000","143534838018.40368000"
"2021-01-28","1043865716777.00000000","806787186865.26400000","237078529911.73600000","127782215057.00000000","2237799095.00000000","4515642259.95000000","7502347430.00000000","10397125240.00000000","6550542184.00000000","78092567765.78600000","994403759282.45909303","365149907672.60368000","157276368228.00000000","2811981291.00000000","5989926700.95000000","11500953824.00000000","19247783329.00000000","13072691560.20000000","155250202739.45368000"
"2020-03-03","299718436000.00000000","196639157844.15800000","103079278155.84200000","67337466849.00000000","1559825992.00000000","2564678626.00000000","6877540622.00000000","7562705897.00000000","6881209370.64200000","10292390799.20000000","242667478238.13153600","142786204328.36200000","81150604545.52000000","1975775738.40000000","3403810789.20000000","11001717971.60000000","14024571105.80000000","12767662311.64200000","18462061866.20000000"
"2021-01-19","996107940005.00000000","766278124215.21400000","229829815789.78600000","125877909580.00000000","1974388160.00000000","3180296700.00000000","6112112806.00000000","10608586474.00000000","5395161384.00000000","76673497805.78600000","944039500027.07509303","353932655501.65368000","154615175481.00000000","2488249424.00000000","4252125519.00000000","9428938869.00000000","19963957679.00000000","10765127110.20000000","152419081419.45368000"
"2020-09-08","524950089000.00000000","397249503286.01400000","127700585713.98600000","55916273272.68000000","606524000.00000000","853938000.00000000","1823306831.00000000","2106840139.40000000","426922725.52000000","65963180745.38600000","485388525913.35159303","209411869259.40368000","68562294281.68000000","756573588.00000000","1130632544.00000000","2938932237.00000000","4095589622.50280000","850312037.72000000","131077534948.50088000"
"2021-02-28","1210583276777.00000000","941014517182.41400000","269568759594.58600000","144158967781.00000000","2522152600.00000000","4868798200.00000000","9844317253.80000000","13048656900.00000000","10217424840.00000000","84906531139.78600000","1161889323689.05909303","413944125271.60118000","177310652835.00000000","3194304397.00000000","6519725159.00000000","15072904406.94750000","23814233656.00000000","19189938944.00000000","168842365873.65368000"
"2020-10-21","629058389000.00000000","481181175766.29400000","147877213233.70600000","70260093896.40000000","583293400.00000000","880957817.00000000","3673052324.00000000","3318541305.00000000","2527714541.00000000","66635001070.30600000","589333985239.01559303","237975201585.57368000","86272448256.40000000","729011124.00000000","1175813452.85000000","5860118873.20000000","6499330354.00000000","5045540091.00000000","132392939434.12368000"
"2021-02-17","1146643076777.00000000","887174919198.26400000","259468157578.73600000","141204706746.00000000","2148124732.95000000","4355421720.00000000","9516023300.00000000","10044336369.00000000","10436648091.00000000","81762605739.78600000","1094651546499.40909303","398132841087.75118000","173823016049.00000000","2711600359.09750000","5828492919.00000000","14857228021.00000000","18326371138.15000000","20014414261.85000000","162571718339.65368000"
"2020-11-10","703411989000.00000000","534982457402.14400000","168429531597.85600000","87426649274.07000000","687001001.00000000","1487804920.00000000","2934491990.00000000","4704765344.00000000","3014228697.00000000","68173031491.78600000","656015892304.53559303","265903752714.72368000","107702450434.07000000","863474441.00000000","2003446776.00000000","4624294331.85000000","9228426217.20000000","6013725405.00000000","135467935109.60368000"
"2021-01-16","982840272228.00000000","756393003656.21400000","226447268571.78600000","124034065742.00000000","1792340240.00000000","2996402920.00000000","6019080815.00000000","10219847585.00000000","5069874584.00000000","76311913805.78600000","931728602679.07509303","349090187457.65368000","152306407676.00000000","2270311565.00000000","4010444918.00000000","9357185777.45000000","19334984591.55000000","10116937110.20000000","151693915819.45368000"
"2020-08-24","484532649000.00000000","370212802944.01400000","114319846055.98600000","43553716519.68000000","542387700.00000000","735905970.00000000","1852157060.00000000","1205586569.40000000","253454027.16000000","66175838209.74600000","452166941660.35159303","192137837523.10768000","53221161666.68000000","680859466.00000000","988155830.00000000","2901828365.00000000","2343124592.50280000","502755219.14168000","131499952383.78320000"
"2020-04-02","385967733000.00000000","272317485711.69800000","113650247288.30200000","63832740694.00000000","3408269227.00000000","4154426220.00000000","7717417399.46000000","9869761862.00000000","7515967297.00000000","17148030317.84200000","335467262168.66153600","162230196806.01600000","77085969682.38400000","4217351329.26000000","5459178079.84000000","12126171992.69000000","18197117016.20000000","13960015681.80000000","31184393023.84200000"
"2020-12-29","896932159000.00000000","691770270232.21400000","205161888767.78600000","109203658709.00000000","880403154.00000000","2496360207.00000000","7791388264.00000000","6598135584.00000000","4598374541.00000000","73592077428.78600000","851101831141.55909303","319499071634.85368000","134539743981.00000000","1105760562.00000000","3311187229.35000000","12197322997.85000000","12903031324.20000000","9174722322.05000000","146267303218.40368000"
"2020-12-13","829996819000.00000000","635706106135.21400000","194290712864.78600000","103085010518.00000000","2048433631.00000000","2737947382.00000000","5598218800.00000000","4814848921.00000000","4593946604.00000000","71411748128.78600000","781539779050.55909303","302235721291.20368000","126552863841.00000000","2597304561.55000000","3672562613.00000000","8877497940.00000000","9444338929.05000000","9172878352.20000000","141918275054.40368000"
"2020-07-25","436558552228.00000000","339684735403.69400000","96873816824.30600000","28390155660.00000000","290624800.00000000","500475491.40000000","680906106.00000000","273904707.16000000","1729668226.70400000","65002421833.04200000","414543522529.88759303","160023167743.98768000","34709688539.36000000","355177090.00000000","672787136.50280000","1038510093.00000000","487896098.14168000","3151783096.65880000","119607325690.32440000"
"2020-07-22","433325252228.00000000","337436217650.69400000","95889034577.30600000","27494589017.00000000","247865000.00000000","632808979.40000000","428455698.00000000","295734399.16000000","2706008956.70400000","64078512527.04200000","411789928858.88759303","158792465289.98768000","33575482571.36000000","311720680.00000000","853489160.50280000","659865649.00000000","523861482.84568000","4975930164.95480000","117892115581.32440000"
"2020-04-29","390240135524.00000000","312445376004.78400000","77794759519.21600000","7274404236.57400000","1503105560.00000000","3757161442.60000000","19354740996.20000000","12375077589.00000000","9772087680.00000000","23754722014.84200000","383313653897.50412800","130242484459.31342400","8439276547.06982400","1882397452.24000000","5037341997.95920000","30602133531.93240000","22757901353.67000000","18068363954.80000000","43455069621.64200000"
"2020-12-11","823413029000.00000000","630580794354.21400000","192832234645.78600000","102882182606.00000000","1637734324.00000000","2695740782.00000000","5144824904.00000000","4667698897.00000000","4648254344.00000000","71155239908.78600000","775137897404.55909303","300032399301.65368000","126313907950.00000000","2070549191.00000000","3643238415.00000000","8152609660.20000000","9161616478.85000000","9282884672.20000000","141407592934.40368000"
"2020-08-25","486878689000.00000000","372292629567.01400000","114586059432.98600000","43956717319.68000000","413892400.00000000","703420370.00000000","1855405049.00000000","1262188217.40000000","243479627.16000000","66150156449.74600000","454744455777.35159303","192474628708.10768000","53706581642.68000000","522260860.00000000","945027066.00000000","2918725159.00000000","2451891288.50280000","483155219.14168000","131446987472.78320000"
"2020-12-04","795992749000.00000000","608072535489.14400000","187920213510.85600000","100611115628.00000000","1499451693.07000000","2537810000.00000000","3927358204.00000000","4728839897.00000000","4402236829.00000000","70212842379.78600000","747105344264.03559303","292736385201.17718000","123537897122.00000000","1911471615.72350000","3453097794.00000000","6247609927.20000000","9262424055.85000000","8794447957.20000000","139529436729.20368000"
"2020-10-06","592567609000.00000000","454502146794.63000000","138065462205.37000000","62359994973.06400000","760542400.00000000","1572271924.00000000","2602943905.00000000","2943329653.00000000","1855842399.40000000","65971978070.90600000","556252312568.95159303","224361060332.38768000","76637696814.06400000","958794280.00000000","2113095662.20000000","4132258710.00000000","5741534232.00000000","3699501258.50280000","131078179375.62088000"
"2021-02-11","1118750496777.00000000","865352388985.31400000","253398107791.68600000","138769556686.95000000","2035279620.00000000","3357688640.00000000","9687757824.95000000","9613849527.00000000","9360641073.00000000","80573043539.78600000","1067404443494.45909303","388930705907.55368000","170883285853.95000000","2577573688.00000000","4476715202.00000000","15067416925.95000000","17559447820.45000000","18168012677.55000000","160198253739.65368000"
"2020-08-13","465373809000.00000000","360201664611.01400000","105172144388.98600000","35463458079.68000000","452999140.00000000","880356265.00000000","1291900071.40000000","634621098.00000000","358828438.46400000","66089181296.44200000","439800889269.35159303","180593579148.10768000","43529027550.68000000","572183544.00000000","1176940868.00000000","2049402068.50280000","1215948611.00000000","707480040.52968000","131342596465.39520000"
"2020-03-21","362018833000.00000000","240358535597.15800000","121660297402.84200000","78992378923.00000000","1983714825.00000000","3034742929.00000000","6907654011.00000000","9349939588.00000000","6489067450.00000000","14899339676.84200000","296124738260.00553600","168861255441.13800000","95228677295.61600000","2446171461.95200000","4004832552.24000000","10821734147.68800000","17286302776.00000000","12067444848.40000000","27006092359.24200000"
"2020-09-20","548743129000.00000000","415135291139.63000000","133607837860.37000000","60450844750.06400000","512830400.00000000","979903600.00000000","2167227969.00000000","2524932411.00000000","1035079217.40000000","65936460632.90600000","507518853131.95159303","217497940088.18768000","74139287181.06400000","637907480.00000000","1304252205.00000000","3384974786.00000000","4951071871.00000000","2063836496.50280000","131016610068.62088000"
"2020-07-03","408721393876.00000000","327859616931.25400000","80861776944.74600000","12967492966.40000000","85837578.00000000","122552600.00000000","208925006.96000000","701225832.34400000","17300621473.20000000","49470061487.84200000","399986694479.82031303","140633425547.37496000","15896704311.02080000","106111495.52000000","160748931.00000000","318379524.70928000","1232882163.76048000","31990331245.19240000","90928267876.17200000"
"2020-05-31","393052335524.00000000","321192396041.15344400","71859939482.84655600","2969987404.83579200","68047042.40000000","218955610.94400000","779822236.40000000","20637275228.42476400","13190263620.00000000","33991728339.84200000","391613301401.61838394","129903155762.55750871","3518328599.80786471","79461077.40000000","271977639.32968000","1181237724.03080000","38145184004.81716400","24315942023.73000000","62391024693.44200000"
"2021-03-28","1393975166777.00000000","1081101173798.41400000","312873992978.58600000","171418931019.00000000","2632127686.00000000","4648468869.00000000","11406132811.00000000","15545484413.80000000","12507145120.00000000","94715422179.78600000","1336237251645.85909303","476439756453.30118000","210677081498.00000000","3398263884.70000000","6272532985.00000000","17491069766.00000000","28044884169.94750000","23314250556.00000000","187241673593.65368000"
"2020-06-05","394184235524.00000000","322090467661.31675920","72093767862.68324080","3355996835.72047680","115452225.31200000","104844038.68000000","663753996.30400000","16321410078.82476400","15871835181.00000000","35656615506.84200000","392705972379.52238394","130237702941.86223821","4034296791.40117021","133593164.98694400","130831878.14616000","997349269.90800000","30197434706.44796400","29270522868.44200000","65473674262.53000000"
"2020-04-12","389053233000.00000000","292275718353.99800000","96777514646.00200000","36112502416.16000000","4280655318.00000000","7788752954.00000000","10361753140.00000000","10187373143.00000000","8308907580.00000000","19734110094.84200000","360432684361.48780800","145397694880.77192000","43633155416.10592000","5349870100.09400000","10269035536.40000000","15994578479.64200000","18737609026.88800000","15412691346.80000000","36000754974.84200000"
"2020-12-08","811058999000.00000000","620338214411.69050000","190720784588.30950000","102128163390.00000000","1213617782.00000000","2667594526.72350000","4647550504.00000000","4691266897.00000000","4597502144.00000000","70774530464.58600000","762391196896.03559303","296873730607.17718000","125391270252.00000000","1542640194.00000000","3603944167.72350000","7322176162.20000000","9191003344.85000000","9180628272.20000000","140642068214.20368000"
"2020-11-22","743739909000.00000000","560639470024.14400000","183100438975.85600000","99495388806.07000000","1161596600.00000000","1585429200.00000000","3650191984.00000000","4762381941.00000000","3297367505.00000000","69147524059.78600000","688006463347.53559303","285464848602.92368000","122614917594.07000000","1472049640.00000000","2127772037.00000000","5868532217.20000000","9388757546.05000000","6581982829.00000000","137410836739.60368000"
"2020-10-04","586279749000.00000000","449546786229.63000000","136732962770.37000000","61247896938.06400000","911792290.00000000","1555243524.00000000","2518719015.00000000","2868960653.00000000","1691629399.40000000","65940162070.90600000","550115144171.95159303","222522465721.38768000","75251596605.06400000","1152510746.00000000","2087691040.20000000","4025372144.00000000","5613805812.00000000","3373782898.50280000","131017706475.62088000"
"2020-10-19","623454209000.00000000","477579198302.69400000","145875010697.30600000","68476333912.00000000","537816385.00000000","1016929880.00000000","3563029924.00000000","3232709305.00000000","2466874541.00000000","66582757870.30600000","584870757642.01559303","235314344086.17368000","84088632067.00000000","671864781.85000000","1368590380.00000000","5645474033.20000000","6324356619.00000000","4924044091.00000000","132291382114.12368000"
"2020-02-21","266475136000.00000000","168483729499.15800000","97991406500.84200000","65357063084.00000000","1702318962.00000000","2975962120.00000000","6252896668.00000000","6519437250.00000000","7573777745.64200000","7606490671.20000000","208137919531.35953600","134403758277.97400000","78695292208.88800000","2147276364.44400000","3990342081.00000000","9935401796.00000000","12111335866.40000000","14007358482.64200000","13516751478.60000000"
"2020-12-30","902794759000.00000000","696728194413.51400000","206066564586.48600000","110085894381.70000000","799123200.00000000","2294528624.00000000","7791344847.00000000","6666764984.00000000","4636137017.00000000","73792480652.78600000","857283343579.55909303","320773732211.55368000","135589933354.70000000","1002711460.00000000","3050865460.20000000","12184636592.00000000","13035413504.20000000","9249308873.85000000","146660862966.60368000"
"2020-11-20","738631569000.00000000","557024994447.14400000","181606574552.85600000","98678202783.07000000","980610000.00000000","1427874504.00000000","3573941280.00000000","4682355541.00000000","3287029305.00000000","68969002259.78600000","683482189888.53559303","283368177031.92368000","121635337229.07000000","1240301125.00000000","1909118852.20000000","5732043685.00000000","9235376572.05000000","6560148429.00000000","137055851139.60368000"
"2021-03-09","1268435396777.00000000","985693486461.41400000","282741910315.58600000","153300414612.00000000","1812505640.00000000","3921842610.00000000","12206669433.80000000","13543682400.00000000","9998591818.00000000","87956292921.78600000","1217463389906.05909303","433034419881.60118000","188582062088.00000000","2294500855.00000000","5247859764.00000000","18765834489.94750000","24849237023.00000000","18644764540.00000000","174650161121.65368000"
"2020-09-07","522086909000.00000000","395369513154.01400000","126717395845.98600000","55025992444.68000000","625752000.00000000","795273880.00000000","1888387371.00000000","2002310399.40000000","404822725.52000000","65973057025.38600000","483071801450.35159303","208142306624.40368000","67459746613.68000000","782825400.00000000","1053320004.00000000","3050605918.00000000","3892362142.50280000","806422037.72000000","131097024508.50088000"
"2020-02-24","273726636000.00000000","173676767828.15800000","100049868171.84200000","66048498276.00000000","1878570730.00000000","2843308506.00000000","6770096185.00000000","6726468641.00000000","7402811162.64200000","8376654671.20000000","214512013218.38353600","137515837945.27800000","79516045099.59200000","2374678773.00000000","3775870769.04400000","10721319308.00000000","12497127897.40000000","13707721929.64200000","14923074168.60000000"
"2020-12-07","807035029000.00000000","616962270460.69050000","190072758539.30950000","101691118241.00000000","1346344582.00000000","2653826926.72350000","4493651604.00000000","4699731097.00000000","4569294029.00000000","70618233179.58600000","758184362952.03559303","295906400611.17718000","124847965188.00000000","1713932120.00000000","3592624501.72350000","7085214067.20000000","9207158447.85000000","9126792157.20000000","140332714129.20368000"
"2020-06-25","404492593876.00000000","325081649516.08120000","79410944359.91880000","11211777710.70280000","50467266.00000000","106376600.00000000","242256393.47000000","1881963184.70400000","22277903468.20000000","43636339736.84200000","396506322716.47279943","139071300579.23767360","13740322415.61351360","60797226.00000000","135802936.00000000","366564259.32096000","3427484058.57880000","41160455078.61240000","80179874605.11200000"
"2020-08-12","463538709000.00000000","359080615595.61400000","104458093404.38600000","34819875648.68000000","483142000.00000000","835917755.00000000","1265799007.40000000","589841098.00000000","383198438.46400000","66079519456.84200000","438414024602.35159303","179701711852.50768000","42755315647.68000000","608744720.00000000","1115386251.00000000","2008184430.50280000","1128589219.00000000","755615720.52968000","131329875863.79520000"
"2020-03-18","353416233000.00000000","233925851812.15800000","119490381187.84200000","78136476120.00000000","1818103320.00000000","3116889311.00000000","6553867122.00000000","9100668908.00000000","6538225554.00000000","14222690852.84200000","288232244690.36353600","165584479182.37000000","94192969295.00000000","2232708840.24000000","4118802001.40000000","10290710926.08800000","16839732122.80000000","12158842455.60000000","25750713541.24200000"
"2020-03-24","368757933000.00000000","247340806199.15800000","121417126800.84200000","77484469491.00000000","1993352008.00000000","3093160215.00000000","7185902412.00000000","9496246148.00000000","6632625433.00000000","15527911093.84200000","304700002045.44553600","169269406956.56400000","93442767020.03200000","2453896751.20000000","4071235281.80200000","11249553234.28800000","17546558275.60000000","12337775973.40000000","28167620420.24200000"
"2020-11-09","699394289000.00000000","532429879725.14400000","166964409274.85600000","85997621271.07000000","813833401.00000000","1567185000.00000000","2843450990.00000000","4690202744.00000000","2983345497.00000000","68068211491.78600000","652854475229.53559303","263966023763.72368000","105918759429.07000000","1024444924.00000000","2117617452.00000000","4501003736.85000000","9192678107.20000000","5952415005.00000000","135259105109.60368000"
"2021-03-11","1280269296777.00000000","994637685097.41400000","285631611679.58600000","154763047857.00000000","2320642339.00000000","3726810550.00000000","12296740913.80000000","13761583800.00000000","9926728118.00000000","88835767221.78600000","1228602387594.05909303","437190837996.60118000","190348693485.00000000","2926883021.00000000","4982159136.00000000","18909010036.94750000","25219386456.00000000","18522411542.00000000","176282294319.65368000"
"2021-03-14","1296971606777.00000000","1005938855373.41400000","291032751403.58600000","158037832690.00000000","2603668150.00000000","4030760520.00000000","12126867623.80000000","14354173600.00000000","9633160607.00000000","90245997332.78600000","1242680694110.05909303","444787502348.60118000","194326025432.00000000","3293860764.00000000","5377323604.00000000","18638034832.94750000","26270872054.00000000","17954819560.45000000","178926566101.20368000"
"2020-08-01","445828762228.00000000","346641553843.01400000","99187208384.98600000","30450768724.68000000","286541600.00000000","579568800.00000000","974578275.40000000","323035205.52000000","655854814.34400000","65910200965.04200000","423042274549.28759303","172954802873.58768000","37395223927.96000000","353921393.00000000","754358159.00000000","1518989925.50280000","621973594.92000000","1301808199.84048000","131008527673.36440000"
"2020-04-22","389787735524.00000000","305519066916.66400000","84268668607.33600000","15590470571.40000000","2383532720.00000000","7365023149.20000000","16822516412.89400000","10775985991.00000000","9406967148.00000000","21920712614.84200000","374687396678.53612800","134869280237.25520000","18765619142.51680000","2975699761.80000000","9775109391.07240000","26055667479.59400000","19820685679.03000000","17414389455.60000000","40062109327.64200000"
"2021-02-08","1101848856777.00000000","852499062321.31400000","249349794455.68600000","136165886670.95000000","2134767845.00000000","2587745400.00000000","9983172719.95000000","10051277618.00000000","8371967486.00000000","80054685835.78600000","1051381497194.45909303","383130102968.55368000","167708992873.95000000","2698392169.00000000","3441324108.00000000","15361303880.95000000","18372081699.00000000","16387003908.20000000","159161004329.45368000"
"2021-01-30","1055929006777.00000000","816531532157.26400000","239397474619.73600000","129674692970.00000000","1614667700.00000000","4494948899.95000000","8162567990.00000000","10214699640.00000000","6681709584.00000000","78553896955.78600000","1006529762751.45909303","368545135887.60368000","159666088237.00000000","2044315980.00000000","5967034683.95000000","12523857526.00000000","18840096971.00000000","13333559760.20000000","156170182729.45368000"
"2020-07-28","440459052228.00000000","342665735000.69400000","97793317227.30600000","29117421863.00000000","436260000.00000000","464172400.00000000","842784997.40000000","272857587.52000000","940436106.34400000","65714324273.04200000","418185708669.88759303","161231891735.98768000","35680662350.36000000","532943196.00000000","618205843.00000000","1295244336.50280000","489590953.92000000","1684680700.64048000","120930564355.56440000"
"2020-09-17","543720369000.00000000","411266127322.01400000","132454241677.98600000","59633321264.00000000","496263687.68000000","1067803685.00000000","2008259000.00000000","2402780011.00000000","918188217.40000000","65927066932.90600000","502707339445.95159303","215862880010.80368000","73137221620.00000000","616192550.68000000","1418112580.00000000","3158351093.00000000","4705836102.00000000","1830178496.50280000","130996987568.62088000"
"2021-02-22","1171550546777.00000000","905692118699.26400000","265858428077.73600000","144008963478.00000000","2674851000.00000000","4620129999.95000000","9435269420.00000000","11246408486.00000000","10992215274.00000000","82880299539.78600000","1117833777635.90909303","407493296158.60118000","177173596173.00000000","3387871154.00000000","6181321288.94750000","14582428310.00000000","20466102065.00000000","20899156228.00000000","164802820939.65368000"
"2020-05-20","391691235524.00000000","318993237447.34270800","72697998076.65729200","3411895345.31932800","205238306.00000000","358235476.67120000","4043881951.62476400","23567066012.20000000","10498484599.00000000","30609736385.84200000","388878001817.87802880","130348203985.83227114","3940781407.93237274","234913266.00000000","442743758.47993440","6783287638.89556400","43433950613.45240000","19350923430.43000000","56161603870.64200000"
"2020-05-24","392029935524.00000000","319702909166.08478800","72327026357.91521200","3006827796.81644800","242541995.52000000","313679798.91200000","2535447877.62476400","23427426128.20000000","10989822395.00000000","31807820365.84200000","389832653893.77181856","130270748958.29659018","3504705514.85989018","279495566.51899200","386117911.69774400","4239588491.49556400","43239117178.45240000","20256681995.03000000","58365042300.24200000"
"2020-12-31","907804309000.00000000","700664267787.51400000","207140041212.48600000","110960897541.70000000","870654000.00000000","2094804190.00000000","7859832247.00000000","6718868384.00000000","4668944017.00000000","73965749952.78600000","862191397723.55909303","322259396552.55368000","136617829804.70000000","1091159780.00000000","2792927949.20000000","12282550914.00000000","13146635964.20000000","9314939873.85000000","147013352266.60368000"
"2020-10-30","661309169000.00000000","506628190780.29400000","154680978219.70600000","75616493709.40000000","900079200.00000000","1139597773.00000000","3125561541.00000000","4121278705.00000000","2645193941.00000000","67131814470.30600000","620831788912.01559303","247395563010.57368000","92933450416.40000000","1137409811.00000000","1532329268.00000000","5083650017.05000000","8044917069.00000000","5279339295.00000000","133384467134.12368000"
"2020-08-11","461766609000.00000000","357926109071.01400000","103840499928.98600000","34287814888.68000000","525203600.00000000","724655380.00000000","1344422647.40000000","481361605.52000000","400098950.94400000","66076142856.44200000","436988739533.35159303","178925416182.50768000","42116709925.68000000","663151604.00000000","963394698.00000000","2141803304.50280000","927381086.72000000","788157960.60968000","131324817602.99520000"
"2020-05-23","391984235524.00000000","319644717445.68478800","72339518078.31521200","3110407117.21644800","195682075.52000000","316071198.91200000","2877198103.62476400","23504327222.20000000","10814552775.00000000","31517819585.84200000","389750353861.77181856","130193229142.74139018","3617822074.34469018","225568246.47899200","389903617.49774400","4823880468.69556400","43371824803.45240000","19931484438.03000000","57832745494.24200000"
"2021-03-03","1233760216777.00000000","959161571681.41400000","274598645095.58600000","147842497014.00000000","2114560508.00000000","4710430020.00000000","10939387473.80000000","12977232220.00000000","10065815840.00000000","85946811139.78600000","1184446592829.05909303","421152947444.60118000","181891765129.00000000","2670684498.00000000","6307337664.00000000","16799864040.94750000","23799317295.00000000","18768699078.00000000","170915279739.65368000"
"2020-08-03","449502662228.00000000","349356073381.01400000","100146588846.98600000","31387423516.68000000","250869400.00000000","610082857.00000000","999652488.40000000","335479205.52000000","603575536.74400000","65955645842.64200000","426374603939.28759303","174231775391.58768000","38573528427.16000000","319063648.80000000","810055529.00000000","1594526919.50280000","646869285.92000000","1193521689.26928000","131094209891.93560000"
"2020-04-06","387742633000.00000000","280542014023.40200000","107200618976.59800000","53237431864.75600000","4020915424.00000000","5750947723.00000000","8305774018.00000000","9995836981.00000000","7918833710.00000000","17967244984.84200000","345713762009.42153600","155710894789.61267200","64332801544.64067200","4970201043.80000000","7567440110.06000000","13011468035.58200000","18417907494.68800000","14709465013.00000000","32701611547.84200000"
